,prompt_prediction
1799,0.0007718274
2214,0.0060908063
4623,5.3207377e-06
174,0.03250597
10783,0.7654584
15454,0.59866506
2073,0.00012628165
11190,0.99024755
14717,0.5633465
1187,0.00030165422
2979,0.003719476
13124,0.37969688
11727,0.8155234
10566,0.5493097
17296,0.4658106
10439,0.977345
3234,4.787228e-05
8481,0.5970885
6510,0.66530085
6399,9.022683e-06
18119,0.030119505
18614,0.87368137
7390,0.98203236
13417,0.7196003
13180,0.51970947
18012,0.4297169
18413,0.71760976
6839,0.40069258
16362,0.70150644
6063,0.0011288179
7163,0.44960847
4749,0.018466037
2821,0.0006345441
2626,0.0011449686
14324,0.851695
10302,0.7892308
17098,0.82061523
11717,0.46930316
14374,0.5810519
14144,0.64056915
16121,0.5934246
9515,0.5449659
782,0.0003026212
14116,0.4196358
13742,0.35428104
3125,0.012011248
1293,0.014284103
16095,0.97537315
52,5.7175872e-05
14675,0.4753163
8364,0.84826845
18889,0.342009
13642,0.7344117
904,3.8442726e-05
15361,0.38944936
14225,0.506431
7292,0.57530415
8137,0.9936638
8684,0.4263655
11189,0.98745894
11337,0.64593697
1152,3.2783642e-05
141,2.0209576e-05
17071,0.6334424
4659,3.1393952e-06
16835,0.29212782
617,1.9173389e-05
11178,0.5640614
5354,1.43501165e-05
16169,0.59755516
13345,0.6548071
9711,0.4661379
2288,7.4681324e-05
8757,0.63941425
5357,6.9320777e-06
3689,0.01306054
10357,0.32382268
17421,0.6245733
10810,0.7413104
2743,9.415667e-05
15925,0.44849244
6618,0.569195
11086,0.643325
8377,0.61340934
4906,0.027934717
2884,0.0066357674
2775,7.466915e-05
2657,0.006969271
9860,0.4922403
11896,0.41030714
4468,0.00041515543
4547,9.739004e-06
16952,0.46320033
86,0.00027282254
522,0.35922334
11323,0.44601238
19195,0.18368226
16019,0.77077806
17280,0.58898157
5772,2.856157e-05
18828,0.46825624
1157,6.3283196e-06
13662,0.443779
14882,0.8809986
17060,0.41198957
17705,0.98727083
9367,0.8687675
2215,0.00016793353
18089,0.968965
5240,0.0011023921
5206,6.847143e-06
16611,0.4528479
13163,0.64486194
18985,0.77079654
18315,0.5796649
13633,0.42461455
12361,0.8315925
9080,0.52967
18110,0.67112195
16364,0.6626136
7242,0.44041023
278,0.0031778503
745,0.0026724862
7251,0.021477375
2129,0.010163665
17230,0.93600345
12086,0.45695046
5110,6.604685e-05
14454,0.43369982
9010,0.5984426
9469,0.9422041
4193,0.009016039
9188,0.69686335
12261,0.12151297
14608,0.8521462
7558,0.17925876
3501,0.0023546014
6222,0.00017059619
17176,0.6000118
14511,0.99290574
6811,0.99574834
18236,0.95812374
6836,0.7012637
7380,0.086232476
18586,0.89616144
8077,0.4883511
12490,0.35025606
7889,0.2771402
1950,0.010765467
11456,0.85266113
3728,0.011173093
8677,0.51232153
10729,0.967478
525,1.7814077e-06
11695,0.35556117
11569,0.69213766
19129,0.99717253
550,2.3005152e-06
11964,0.9931164
15584,0.4127589
18800,0.37874725
16014,0.78052056
11129,0.50701725
3458,0.008398228
1028,0.028582783
11735,0.993022
16020,0.37608615
5557,9.026684e-06
3559,1.2851376e-05
8769,0.2270288
11600,0.9824265
18208,0.6685338
2819,0.0005772381
14637,0.044037506
3500,0.022392113
17770,0.99374807
16058,0.9270948
985,0.030932643
15639,0.91704905
4480,6.676508e-05
15869,0.5370324
3995,0.018047573
10314,0.05468651
2899,1.3445353e-05
15163,0.99613225
18215,0.64036584
10375,0.7346366
13222,0.44626832
3983,0.027713075
575,0.00029382936
18489,0.5356133
11272,0.52789557
4021,0.005777633
15284,0.97911686
12564,0.5088192
7477,0.9647141
10131,0.7877809
18622,0.3373932
11303,0.9869413
6264,0.0036645546
9828,0.21018007
1048,0.000120325996
15202,0.8742644
3886,0.0339257
10122,0.22799784
14424,0.4511546
2668,0.0070327693
17473,0.47836736
2538,2.9073099e-05
16918,0.93364644
8917,0.8425435
7011,0.735408
12913,0.60628676
4040,0.003498006
9074,0.7577367
15922,0.3732729
637,3.9620336e-05
6987,0.961267
16894,0.6975927
9992,0.5378141
1889,4.938374e-06
17012,0.99208516
3002,4.242253e-06
17663,0.9613928
15643,0.14583948
4016,0.99576265
6457,2.952327e-06
2625,0.0015867861
12685,0.49109703
9953,0.54606396
1964,2.2657543e-06
13051,0.006861727
4638,2.701236e-06
5825,0.0027044911
7319,0.27644315
1679,0.045275204
7588,0.21499297
11368,0.42274183
16408,0.6790121
7335,0.22105904
4154,6.0266293e-06
199,1.580389e-05
19146,0.66925263
4893,2.8306683e-06
14977,0.72104955
10291,0.6719323
4540,0.00029446627
1036,0.00038285158
17922,0.23912652
2989,0.0010748463
10077,0.58796346
14025,0.65055597
12910,0.47690395
17511,0.40777993
11996,0.10519733
12990,0.99374986
3450,0.07216407
8777,0.8734708
15635,0.54285616
6667,0.52181876
18607,0.5068698
10626,0.6105411
4870,2.0965495e-05
7359,0.46719706
7028,0.80144244
6148,4.5897023e-06
4643,3.3624776e-05
14330,0.21023802
4097,5.6199838e-06
12319,0.58653915
3767,0.00037708157
3692,0.0005016137
2289,1.7115699e-05
10968,0.83561105
7071,0.6218743
11690,0.78522813
15573,0.17008296
17731,0.2574128
16320,0.8402052
10309,0.4581257
10361,0.82303464
10821,0.6198972
2494,2.2468466e-06
43,0.004379832
15609,0.5567648
11547,0.3692166
11720,0.68593067
8958,0.9832796
4296,0.0018175237
3936,0.042483237
6265,4.3769114e-06
7107,0.588143
7155,0.82848895
5340,0.0018879628
4929,5.0559843e-06
3798,0.011390206
1505,6.6229063e-06
18162,0.495856
11206,0.4976935
2513,0.0003736857
14677,0.59814173
14390,0.89537805
5365,1.038602e-05
10080,0.3529266
18440,0.3641031
1388,1.2620143e-05
11223,0.91639334
13413,0.4680653
7505,0.47187272
5937,2.788902e-06
800,0.0001380058
253,0.00049151026
13934,0.9452594
17159,0.414089
6295,0.0030150053
17096,0.5677583
5231,3.1659556e-06
8445,0.24409086
344,0.0064447583
10843,0.93306845
16399,0.47372133
751,5.3593805e-05
9845,0.5154896
16504,0.014117727
9554,0.41853276
4299,1.8384573e-05
17240,0.679469
13353,0.47094294
7758,0.6418326
2234,0.0076644244
18300,0.8840342
14788,0.9942345
7803,0.5322164
17953,0.28857124
667,2.3067369e-06
10377,0.94759965
1936,1.0543369e-05
15711,0.5360444
1540,1.6752855e-06
9399,0.5376585
1756,0.0029907012
9705,0.84465235
12392,0.7746425
12900,0.347326
2367,2.3747073e-06
6511,0.3112919
6855,0.9646762
18175,0.588518
5850,0.0017403432
13367,0.80914557
13014,0.37658808
827,0.0012732854
17037,0.5117292
18223,0.97196466
17569,0.6589513
17464,0.39239487
7073,0.8205427
9456,0.49328816
4533,0.00035442453
3651,1.7702758e-05
12070,0.5671033
14961,0.5257121
6146,4.277107e-06
4726,3.3054391e-06
16112,0.45670313
12225,0.25566715
9900,0.7604376
7384,0.38859093
3638,0.015568643
13998,0.5666601
15057,0.53136796
10369,0.752241
5254,0.013970002
12785,0.95389295
5137,0.0024303948
4483,0.00027744495
12390,0.57258826
18752,0.5093018
9050,0.6147747
10280,0.3894294
8736,0.9711039
9249,0.9663036
4076,2.2436736e-06
6822,0.53766
15069,0.7466854
3583,2.7050232e-06
14673,0.2887214
3706,1.2764593e-05
2534,0.00021819213
15962,0.4293153
19110,0.41209143
9699,0.60293716
15809,0.6484476
15363,0.4740983
1819,0.00041250722
19131,0.738059
5746,0.00078668736
15725,0.9958763
15022,0.4696728
7074,0.6419535
15020,0.56428057
10444,0.81271863
9204,0.23497112
6454,2.214055e-05
11309,0.45641315
9508,0.7337483
3584,0.0010787623
831,2.355196e-06
11405,0.438717
15441,0.5668116
15756,0.81929713
16649,0.5050461
10269,0.98576725
76,0.0023340997
11825,0.73706675
5126,4.7937607e-05
7957,0.8602554
5229,7.0045126e-06
8604,0.28132382
8911,0.39336386
15344,0.2574132
39,2.2526053e-06
4048,6.912579e-05
8231,0.96347356
12406,0.57199144
4260,0.0064262026
5452,0.0008135914
15182,0.51540107
676,0.00011300839
4284,0.0019303454
10430,0.9436935
15087,0.7075977
4611,3.2481843e-05
2492,0.002024204
17308,0.60167074
13501,0.30234936
11511,0.046559643
13851,0.9916427
8737,0.43746507
18843,0.5597664
11813,0.64486307
11746,0.48648816
13795,0.9115471
16043,0.46412426
5851,0.0003283278
1441,2.12311e-05
13410,0.41215742
15737,0.99444604
18631,0.91047555
7462,0.62283915
8823,0.955891
7078,0.28092974
13053,0.7797786
12537,0.2895473
11767,0.7309959
1752,5.242466e-05
16477,0.7615807
3729,0.010155766
14743,0.50956345
16373,0.42440447
15505,0.39331368
17557,0.7990516
1220,2.611388e-06
14004,0.44187006
2503,2.7991553e-06
19006,0.3930648
12073,0.90126514
1499,0.00071770995
4420,0.02046703
10219,0.81089467
8906,0.72637755
7945,0.45380643
512,0.0026697426
13509,0.5893205
8890,0.5507715
14197,0.45940763
14571,0.54017633
6915,0.56709397
17373,0.63780695
12478,0.3170694
1959,0.00010582894
16113,0.7657635
7997,0.7768473
940,9.44446e-05
11025,0.99771297
11655,0.41122338
10554,0.26972908
1434,0.00055342866
15488,0.7655751
16739,8.576503e-05
12653,0.2224928
15337,0.6617656
15964,0.53532815
6647,0.3104292
7512,0.5537379
18661,0.3194032
8600,0.97352546
15992,0.71625376
13484,0.36516654
5117,5.254849e-05
15913,0.9239831
8233,0.3032784
4246,0.0005581505
1905,5.93634e-05
7982,0.7551158
15800,0.492653
6710,0.75100386
18674,0.007585906
2603,0.0001389172
18088,0.68487334
15233,0.7028609
16205,0.5759407
10055,0.45959848
2875,2.0808736e-06
11378,0.95712763
9867,0.7459561
6200,0.00016178426
17480,0.4024116
15521,0.8510168
647,0.0020273388
8092,0.7414365
4617,4.464298e-06
13688,0.73986286
13149,0.5599825
14121,0.9931658
5685,0.0025613934
17156,0.9923079
5546,1.2351243e-05
17449,0.74554855
13322,0.73454475
15246,0.87428105
2118,0.0011511588
11560,0.9260134
1657,0.0006525516
4148,8.953109e-05
6630,0.9592896
6550,0.24301045
776,8.3613726e-05
2732,0.034439083
10691,0.45752692
5804,0.04417536
19212,0.34187424
4520,0.0011349737
10774,0.68766546
13871,0.6853298
13637,0.99320835
9761,0.98495156
14996,0.1687693
1709,6.440848e-05
2379,2.740848e-06
7458,0.10340841
4159,2.7234553e-05
1598,0.0004249532
1383,0.00043485465
19112,0.56972796
5574,0.0043315105
7340,0.43772238
3940,0.0007510297
14349,0.98791367
15225,0.104650974
5278,2.8190867e-05
15224,0.5568881
18427,0.7207848
9989,0.10893569
18740,0.43803877
8881,0.68773186
18824,0.32382756
2052,0.0064553376
15331,0.57493246
2304,0.00037445276
8200,0.19027549
16596,0.537034
8996,0.6797805
18152,0.67702645
1325,0.0009792906
15043,0.7334941
16500,0.62616855
1608,7.151695e-05
14132,0.4964718
2086,2.1533602e-05
13588,0.5297466
13164,0.7635
2829,1.592477e-05
1631,0.0013130928
14792,0.17196965
10348,0.81771463
13899,0.83876616
3122,0.03543803
4745,0.0036490092
18469,0.6519374
1826,4.2287196e-05
17318,0.80168396
81,0.0012823952
450,6.798889e-06
8507,0.053845573
10319,0.7395501
7616,0.56902456
1208,4.0086484e-06
4735,0.02174662
8772,0.48725176
3571,0.00011327737
8252,0.8670253
4585,5.03525e-05
12724,0.43038747
14096,0.45564085
2232,1.5106715e-05
11737,0.74700105
15343,0.46011123
9990,0.5889217
18757,0.50854194
1606,3.2522698e-06
6091,0.000177157
3781,0.0009771106
11076,0.4766858
8488,0.32452103
11543,0.51477367
18612,0.94774216
10217,0.45473897
2439,4.7409612e-06
950,0.00036236734
2499,3.4980442e-06
14267,0.4996608
10827,0.10303348
2532,7.994044e-05
14276,0.599403
8012,0.45705786
13352,0.9040823
15843,0.8201367
12146,0.99521434
3238,0.0017514719
4002,0.009391738
6814,0.8680288
890,0.0009183423
1303,0.00058730255
15558,0.23004608
1262,0.003776599
3354,2.4705414e-06
17745,0.9847639
498,0.009500447
11144,0.65186995
6095,0.000686487
17976,0.6496108
12412,0.08722741
5374,0.00013345844
10786,0.6881454
8607,0.31750342
18063,0.26138672
15697,0.8591565
2852,0.0002450576
10730,0.86430705
18796,0.6800091
18150,0.5321372
1160,2.4536685e-06
12576,0.39406484
4707,0.0005012479
6163,4.2918045e-06
3620,3.8391677e-06
3658,5.1617546e-05
12066,0.649485
18619,0.5686693
6496,0.95482385
11366,0.5747084
13190,0.46246585
18687,0.57615256
12144,0.12932096
4810,0.00038659378
4970,1.021428e-05
18449,0.80737597
13363,0.72222143
17903,0.33965838
15325,0.49793682
11333,0.6921457
9578,0.45291838
3121,0.036638048
10457,0.3915144
2324,1.2681791e-05
11093,0.8702301
11886,0.7123934
7804,0.7984868
9094,0.3866039
6557,0.397805
14165,0.38390243
7692,0.58202606
12080,0.32631016
5849,0.0026801836
518,0.002570494
8104,0.89191586
4388,0.00084492494
247,0.001845453
13896,0.9172871
3093,2.5727544e-05
9601,0.85974616
13028,0.8354178
3314,0.0066110515
17540,0.6880458
3406,6.8872534e-05
12591,0.35853103
14937,0.21752329
803,0.00013549933
3633,0.0005157482
1645,0.00015897768
12428,0.36571926
18117,0.4320052
9395,0.7569731
12499,0.8573945
7734,0.7969304
13037,0.4213747
9842,0.67111355
13318,0.7740033
3769,2.444859e-05
10718,0.37596256
8464,0.9897223
14322,0.6314335
6086,2.7139815e-05
13208,0.7042164
2567,0.0050102673
12133,0.41356853
4555,7.277768e-05
59,0.021041727
5496,1.8560826e-05
1386,9.787114e-05
2337,0.021839112
5030,0.00015363167
8918,0.57460475
12542,0.5910152
13967,0.5349748
1126,6.1228115e-05
13703,0.5089286
9390,0.0051874067
13494,0.60648006
15738,0.97762716
17965,0.6821864
9073,0.56068593
840,0.04461766
7215,0.99164504
14363,0.3661105
18154,0.6089784
3428,0.00039602816
2355,3.6442136e-05
9710,0.24346873
4434,0.00018148954
10241,0.27212983
9197,0.37151983
10585,0.700943
8617,0.9487523
9251,0.81296355
5171,0.0017495279
5395,2.005594e-05
2613,9.697335e-06
4729,6.580666e-06
1078,0.00067654916
14054,0.17321669
6600,0.59843856
17179,0.45516935
17558,0.9853956
13264,0.45446137
11852,0.41553512
3100,0.00014222393
5973,0.007300704
2814,0.0003200663
16105,0.40066662
1336,2.8889252e-05
9927,0.34969196
8960,0.53369933
11377,0.37444216
1247,5.6438534e-05
18736,0.6521871
17948,0.35523328
15745,0.27467835
16077,0.6485789
2806,1.6869259e-05
5282,0.033798326
4552,0.0033708457
11952,0.4918004
15599,0.010041721
16297,0.9680714
6405,2.3067649e-05
12707,0.43716168
2999,0.00014827796
5657,0.020280635
12700,0.9530756
6751,0.42877275
8166,0.4563534
10148,0.6249517
13953,0.9116547
362,5.5522112e-05
16674,0.98004514
7128,0.3715071
17581,0.6957284
15885,0.123264
10273,0.55876327
5910,0.00029631116
14142,0.5723488
10296,0.89368975
12088,0.6981023
1920,0.002108054
8843,0.84280264
18497,0.41929194
10950,0.81296605
12607,0.8226506
7554,0.42920318
1406,4.453007e-05
4525,0.00040839397
2956,1.943721e-05
9729,0.7513355
18538,0.58667356
7048,0.6482086
13808,0.7634881
17415,0.82765687
2328,7.340027e-06
16784,0.7371108
3295,5.736412e-05
1245,7.548394e-05
15765,0.3253142
7228,0.6702454
14976,0.4468248
12647,0.9376785
3473,0.0010842894
2327,0.008676752
7854,0.2584802
16448,0.96763617
657,2.893761e-06
1546,0.0005405266
17391,0.98645616
17546,0.464467
4207,0.0064188573
14179,0.4683354
537,0.016832236
14397,0.6021569
620,0.007943163
13338,0.23739982
6868,0.23120144
5488,1.2980895e-05
9714,0.4251421
14020,0.4710423
10763,0.105510615
5734,0.00038035112
18321,0.9872707
3078,0.0044822334
808,0.0725555
13975,0.9768942
4232,9.091427e-06
12387,0.8860323
8463,0.5708847
8974,0.959377
16106,0.31845927
2920,0.0068025296
6875,0.4437829
13334,0.5428236
16538,0.5328442
9364,0.5164492
9745,0.61110365
14016,0.44159475
2149,0.0015510699
1780,0.0002548856
5918,4.3411383e-05
18862,0.3139273
10923,0.32259554
5823,0.43646276
10990,0.5828984
12762,0.43400764
7169,0.52523
17755,0.36965078
14922,0.6780062
7094,0.51934046
17732,0.4430021
10037,0.24925354
9577,0.5994284
12199,0.98493123
8955,0.7938892
14993,0.47350976
6076,0.00012491633
17509,0.5523853
15965,0.59414095
16069,0.85046387
13593,0.45356008
1865,0.0026300799
2800,0.0006315705
13715,0.6444255
16323,0.6026395
9912,0.35874298
11826,0.56169116
2110,0.014236698
17028,0.42148164
10292,0.80205166
7598,0.6966337
17536,0.23416528
405,1.1766295e-05
4940,1.09799175e-05
17282,0.6639407
13487,0.7245725
2666,0.0010305252
9999,0.2902977
6215,0.01090512
1711,0.0013058281
3433,3.0065225e-05
14641,0.97487676
4602,0.00018015885
1300,0.0009487687
1952,2.9701025e-05
9748,0.9908427
287,0.00095305085
2151,0.003019482
11988,0.5785041
14845,0.3652388
17348,0.6064214
5214,2.1683103e-05
11374,0.6005771
5702,0.0054762014
4123,0.0003924471
10393,0.3428602
11536,0.5169895
8954,0.48094487
15944,0.49188295
3928,0.0011316777
10316,0.5121975
17963,0.46976238
8479,0.74100345
750,0.0001220898
14741,0.99293077
14442,0.5123978
7177,0.72444
17617,0.564926
14811,0.46683392
18718,0.48117608
14383,0.67370087
14306,0.4400571
8235,0.9775957
15717,0.55335397
8396,0.32538548
5714,2.3364623e-06
4107,5.643497e-06
11603,0.70625985
16358,0.6100888
13812,0.6319038
184,0.00011541914
15668,0.33332112
14859,0.7107823
532,3.64176e-06
15005,0.54709595
2576,0.0059614275
15500,0.61919385
13539,0.48055562
16357,0.62600476
14918,0.39867726
7528,0.9816643
7693,0.9768162
12649,0.25171852
14339,0.6200817
98,0.004967859
9449,0.59769
12492,0.44698364
17981,0.30946776
15766,0.5815519
8157,0.64025134
17002,0.2792105
17620,0.5295885
2029,0.000529534
589,0.0015288114
18120,0.4581364
9896,0.05488364
1051,0.005922178
7091,0.7104747
7111,0.27470538
6908,0.5035893
11948,0.95588166
15312,0.38738814
929,0.0023501797
4364,0.0001295363
1422,0.0039640903
12972,0.4875426
16029,0.3845899
12757,0.5815636
16963,0.58603317
17881,0.330142
4151,0.0003491301
18138,0.6055015
250,0.00022795635
11683,0.9601651
562,0.0015424003
14858,0.7613866
13235,0.43053412
3875,4.035864e-06
10236,0.5663767
10587,0.5965997
3916,1.5416068e-05
3567,4.4336637e-05
4093,0.00014999692
19114,0.5145675
3081,5.6222357e-06
9342,0.68532676
1144,0.0007684197
787,1.006241e-05
17644,0.31693965
8835,0.70687807
16782,0.84702444
16947,0.62980646
12309,0.41034594
13082,0.41910324
271,0.00030381398
14062,0.13814138
17100,0.4785599
4293,5.596072e-06
1582,0.0010730977
7550,0.4221465
9995,0.48132062
5686,5.2149007e-06
11832,0.533891
16896,0.38785318
7009,0.9851437
4058,0.0026601178
8907,0.64914614
18534,0.30994916
4719,8.825081e-05
9747,0.59584177
1921,2.3686189e-05
12652,0.3472645
11162,0.42021897
18507,0.8590492
7849,0.8680943
6534,0.4632784
8358,0.483588
8862,0.30650586
15713,0.05178031
3911,7.7874305e-05
14257,0.95028377
7966,0.8228366
8247,0.7489762
13131,0.6762566
13900,0.22415183
4022,9.189554e-06
4857,3.0144205e-05
11244,0.09666656
151,7.5537714e-06
17774,0.51392865
10119,0.9860519
13428,0.9936101
14647,0.98713535
8167,0.48757052
4753,8.305894e-06
13619,0.48053274
11654,0.4565752
2699,0.007756138
11421,0.62365764
17004,0.48549917
16711,0.9705467
5670,4.562372e-05
2673,1.8415e-05
13644,0.7649456
13441,0.62798136
18467,0.7256118
8501,0.8563643
12129,0.7099288
5023,2.775144e-05
1858,0.0017150881
13232,0.96916425
6556,0.39423656
9848,0.81986845
17512,0.48768282
8099,0.81712717
16350,0.656814
8232,0.46282446
17003,0.40361577
6104,0.013523864
1243,0.00039188896
2064,4.438496e-06
7454,0.8950576
8172,0.45553255
14473,0.62607795
10100,0.5940015
16533,0.9680696
19068,0.6066088
17836,0.35142058
737,8.672479e-05
9997,0.38657287
8545,0.5211565
18379,0.59457135
12449,0.43888223
17008,0.50285184
5911,0.00017798341
11799,0.44199076
9803,0.60823107
7309,0.71449494
17286,0.87178546
14154,0.60623527
19001,0.79763687
16841,0.45396546
10043,0.47961757
2091,1.1423978e-05
6821,0.3337998
14289,0.35992873
4658,9.6967255e-05
8016,0.34414572
3686,0.002062404
13816,0.36528194
4868,5.8832857e-06
16517,0.3676972
10998,0.36247635
15753,0.9923084
9944,0.9723469
274,0.00019984075
6499,0.5582302
18576,0.40591207
1277,0.1408589
12043,0.73651344
5040,5.5711034e-06
9543,0.98040056
2188,4.4772994e-05
5634,0.0030993905
2733,0.012870798
1072,2.884085e-06
1572,0.0023929852
14866,0.81789184
17337,0.49795064
15503,0.7001118
765,0.0036598898
12596,0.6431209
9922,0.44963422
813,0.025532834
6084,2.3319435e-06
12421,0.33432502
15866,0.41295168
5664,0.00012492931
17419,0.61628485
11452,0.3713351
5418,0.0005796294
2738,0.0002087071
4541,9.4986885e-05
10699,0.9097834
15399,0.32075262
8269,0.53292316
15808,0.9794279
12173,0.9386104
6812,0.6585649
7517,0.42531472
13377,0.5264717
15999,0.7364532
1816,4.794445e-06
17721,0.9349077
9435,0.9489127
6933,0.46120384
6785,0.76492137
18541,0.43890557
1024,0.0012110341
1021,0.00093986245
10057,0.63725924
15144,0.56256706
14799,0.866141
6054,1.0318501e-05
2922,0.01643452
11439,0.25601977
7951,0.5823337
5839,0.0044812015
12946,0.540708
8887,0.4938325
13650,0.35743
6033,2.6559665e-06
7785,0.68305147
5744,1.2692088e-05
14151,0.9841754
8169,0.6573829
8436,0.87359864
10665,0.44994098
16525,0.787426
10741,0.2477337
7728,0.25590986
12688,0.54597557
16871,0.42005515
2496,2.4487743e-05
12751,0.45923385
17730,0.43682626
9812,0.63574374
5142,6.0540395e-05
14530,0.3826816
17127,0.42237222
11009,0.46725622
12326,0.57911426
5236,7.043445e-06
5930,1.3308419e-05
131,0.00029948182
14335,0.62919587
3145,1.1577459e-05
18353,0.9518608
15571,0.21833102
11903,0.98900956
17861,0.6266528
5833,3.3073953e-05
12435,0.3575868
11175,0.82119566
17672,0.7996474
16185,0.41363984
5011,0.00052255846
18251,0.5542382
4100,0.0069182212
10255,0.98085165
17094,0.66973954
14066,0.3124211
6294,7.0473484e-06
7410,0.9959084
11185,0.76398253
1333,0.00028222558
17036,0.30892316
8527,0.5434602
4614,3.3842432e-05
6666,0.732841
8959,0.24892005
7647,0.8069974
3716,1.770117e-05
5749,2.7671287e-05
17478,0.13306512
6622,0.9402479
19032,0.562634
3267,0.013722759
8356,0.20366973
7584,0.21133631
14767,0.50527525
7183,0.20539396
2280,0.0014756705
15691,0.58742994
14301,0.34598762
4092,0.026251411
13369,0.44941646
10634,0.5246942
1899,6.6076077e-06
18042,0.6802981
15447,0.53280896
2826,0.075468615
3566,0.00011299913
17250,0.7853137
5490,4.730812e-05
3023,4.1440485e-06
5105,0.00014250357
14273,0.4341447
18968,0.9928871
8884,0.9964194
3942,0.0065430696
9001,0.48475188
14552,0.33059934
7641,0.8861759
12311,0.25316486
8992,0.22078882
3714,0.00502186
4269,5.953947e-06
10209,0.5452629
15195,0.97409487
11628,0.866459
12671,0.5097383
10972,0.82851565
18699,0.4315205
14334,0.87604827
5038,0.00093734055
6273,2.2367153e-06
9460,0.20642585
14427,0.9708736
2672,0.00034470396
18726,0.9761627
16858,0.50575703
7457,0.52258134
3208,0.00063013023
10334,0.6366475
5942,0.00012306708
365,3.365988e-06
282,2.1542846e-05
10572,0.52153015
16493,0.8195427
11803,0.485571
1939,0.00019202525
15008,0.42131943
5663,3.3205508e-06
2935,6.7928545e-06
9184,0.0718835
5729,0.00064554834
1376,0.018393455
12664,0.42909688
4511,1.6073132e-05
111,0.0013254099
13576,0.752949
16145,0.3769084
12795,0.8857543
2147,0.09237539
1602,0.001233405
18382,0.7031874
1977,6.454079e-05
8477,0.49625134
5446,2.6284546e-05
17523,0.7912591
1394,2.6960608e-05
18004,0.43322113
9318,0.9763198
10141,0.47305882
14712,0.80553174
6339,3.5682817e-05
9957,0.87981063
11354,0.26328498
17470,0.6856648
15332,0.6628016
4168,2.3381297e-06
925,7.0215756e-05
10370,0.7530121
12362,0.49106976
12981,0.27603188
14406,0.006185531
12859,0.6158674
7870,0.35094097
15696,0.1329797
15156,0.3325478
15304,0.99116814
17916,0.8311459
7730,0.38460088
4689,4.544534e-05
11292,0.3693487
13776,0.6985338
18437,0.7753436
5262,0.0009419171
12822,0.35266688
1593,0.001069969
5338,2.8694907e-05
1805,0.00044675017
2491,2.5363131e-05
16654,0.50305396
12761,0.87313753
9864,0.07267738
85,7.792964e-06
10764,0.5304823
5852,3.2541462e-05
18965,0.91807646
16253,0.4963559
18495,0.7250407
13777,0.44450602
3404,0.002266537
12260,0.9070593
10840,0.9761914
12551,0.484942
2272,2.969553e-05
2170,0.0009131695
1016,4.2933316e-05
4264,0.00022588191
18308,0.5771301
7345,0.8924432
17365,0.39495593
17287,0.43547288
5952,0.0040820907
8766,0.6333611
14524,0.4569769
3676,0.0012422322
10101,0.4641582
17979,0.64141816
1963,0.00010532436
10058,0.6442688
9686,0.9954514
18169,0.4208967
7819,0.30470797
14247,0.4785673
4667,0.11743356
15722,0.17675434
8535,0.8397313
11529,0.99284256
12463,0.94952714
10971,0.65474916
14027,0.43437237
1610,0.0017576205
9378,0.39456674
9582,0.9615999
10201,0.6269957
13330,0.3936164
17020,0.6706069
5811,1.7248736e-05
1364,0.00012567153
15586,0.89698803
4708,0.0013419029
10547,0.38666677
11457,0.351528
688,2.2954438e-05
3068,5.39092e-05
1529,0.0030624953
13722,0.44495857
14869,0.69186366
8002,0.38054308
1523,7.1995214e-06
5752,1.7476956e-05
74,0.0015377194
12262,0.2753611
4414,0.000110845576
18457,0.6094179
3956,0.007876886
6216,0.0007537593
11359,0.5243756
5858,0.002773746
12905,0.96594507
17741,0.46090883
6896,0.7257999
13863,0.6710786
11056,0.9881742
12701,0.39010337
11788,0.9985844
5527,0.9843099
18425,0.9564932
17748,0.53448284
19126,0.76069605
18442,0.67006457
1701,4.299375e-06
16844,0.5243976
6806,0.9708397
9152,0.62867135
13810,0.48954612
5069,1.5688473e-05
11931,0.41815153
16917,0.5512224
1226,7.369022e-06
13533,0.8066636
13032,0.9953602
3343,0.00065089035
6110,0.030131256
10561,0.9842726
10139,0.8645276
13675,0.5218873
2820,7.4817685e-06
16948,0.26332325
11878,0.55200243
8320,0.20412104
16570,0.48128256
11670,0.97021645
553,0.0027415142
9756,0.5104821
11845,0.545036
10294,0.44264352
17183,0.37231883
3790,0.0029855473
8478,0.71094376
6436,2.0122504e-06
4880,0.016131993
2078,0.00015443242
14072,0.5763547
6492,0.99731284
14766,0.30783945
7513,0.5357786
12312,0.9653189
10463,0.3320913
5276,0.0031069843
14816,0.5118377
14223,0.6227128
9782,0.6050536
621,0.00021813721
8599,0.41913718
4785,0.00014262144
2832,0.43086258
1371,0.000637214
5573,2.7027284e-06
9759,0.67203456
15531,0.7299435
9744,0.55063266
9960,0.7367017
19100,0.79138774
4180,9.4152536e-05
5491,0.0010558129
1875,0.016858572
9334,0.91749275
6486,0.0006269935
11047,0.5808035
13256,0.5846498
8640,0.9026839
2257,2.046914e-05
9295,0.74682724
18008,0.40693498
1886,7.664697e-05
9280,0.59638083
8895,0.7271547
6087,5.018634e-06
4558,0.005885849
9468,0.48826706
14030,0.38502106
5796,2.7515516e-06
10008,0.71381867
14492,0.4135185
16150,0.6777064
15562,0.2879668
12493,0.3449218
7696,0.63207406
6552,0.8409312
5228,6.295352e-05
10809,0.7805349
1128,1.1521364e-05
7992,0.37122762
