,local_coherence_prediction
5853,0.6386515
5853,0.6643396
5853,0.49311152
5855,0.16897021
5855,0.28676224
5855,0.42806524
5855,0.24254829
5855,0.40747714
5855,0.16582699
5855,0.2535548
5855,0.24367066
5855,0.3758261
5855,0.45049027
5855,0.4218563
5855,0.49102983
5855,0.28237224
5855,0.2971143
5855,0.23051126
5855,0.53903455
5855,0.49007776
5855,0.27727327
5855,0.33536938
5855,0.4702794
5855,0.39668578
5856,0.56647366
5856,0.42318952
5856,0.45764714
5856,0.5962404
5857,0.2900417
5857,0.39581773
5857,0.35986546
5857,0.24773288
5857,0.557685
5857,0.5493691
5857,0.46303
5857,0.27152428
5857,0.41255736
5857,0.4707677
5857,0.4016289
5857,0.34157607
5857,0.41777268
5857,0.3647695
5857,0.40004906
5857,0.5995595
5857,0.5700334
5857,0.36744663
5857,0.5163429
5857,0.53916
5857,0.44255298
5857,0.245943
5857,0.2856819
5857,0.2513743
5857,0.5006035
5857,0.24441354
5857,0.36579466
5857,0.50689036
5857,0.54395884
5857,0.34497812
5857,0.32637793
5857,0.3398375
5857,0.28433776
5857,0.5711314
5857,0.5537183
5857,0.5304599
5857,0.28407913
5857,0.3756348
5857,0.5437612
5857,0.38900715
5857,0.36923972
5857,0.5156634
5857,0.40650424
5857,0.4244703
5857,0.5488217
5857,0.50172234
5857,0.47752863
5857,0.24205422
5858,0.22368166
5858,0.42465264
5858,0.25506747
5858,0.3427061
5858,0.28092343
5858,0.5307896
5858,0.36173147
5858,0.19746749
5858,0.27163082
5859,0.16225308
5859,0.23497549
5859,0.23669283
5859,0.40089616
5859,0.46615613
5859,0.54572654
5859,0.341982
5859,0.19155817
5859,0.57951057
5859,0.37761065
5859,0.22962275
5859,0.2825572
5859,0.41943467
5859,0.547099
5859,0.5224297
5859,0.5994317
5859,0.6272045
5859,0.6097622
5860,0.44918716
5860,0.49031883
5860,0.5080098
5860,0.44742554
5860,0.35993922
5860,0.45587403
5860,0.2774625
5860,0.29780078
5860,0.52795225
5860,0.29319656
5860,0.525416
5860,0.29037148
5860,0.3096608
5860,0.4444207
5860,0.42384166
5860,0.45760185
5860,0.3314325
5860,0.54207194
5860,0.3463225
5860,0.44304523
5860,0.5148545
5860,0.47267443
5860,0.53209406
5860,0.4736796
5860,0.56410813
5860,0.4651532
5860,0.4258891
5860,0.29573318
5860,0.5002559
5860,0.5382223
5860,0.38095397
5860,0.36781693
5860,0.5239217
5860,0.48888156
5860,0.41009894
5860,0.24738811
5860,0.43772367
5860,0.5314767
5860,0.4808458
5860,0.4556818
5860,0.29650575
5860,0.42304772
5860,0.3848888
5860,0.46269426
5860,0.55477464
5860,0.3141658
5860,0.40617874
5860,0.2968615
5861,0.44113013
5861,0.5259473
5861,0.34475303
5861,0.47923303
5861,0.5504952
5861,0.30142108
5861,0.40665066
5861,0.2746668
5861,0.27649477
5861,0.2900169
5861,0.48303834
5861,0.3353657
5861,0.23749816
5861,0.21783602
5862,0.5344271
5862,0.53189427
5862,0.44960597
5862,0.45486417
5862,0.3812429
5862,0.5464596
5862,0.28520843
5862,0.39156002
5862,0.35961032
5862,0.39722055
5862,0.28496256
5862,0.32185283
5862,0.46247354
5862,0.33477655
5862,0.47361553
5862,0.45328754
5862,0.37316158
5862,0.4286873
5862,0.3327013
5862,0.5970292
5862,0.3596459
5862,0.36195737
5862,0.35431108
5862,0.34253564
5862,0.54112935
5862,0.25977787
5862,0.33551934
5863,0.2563896
5863,0.5040472
5863,0.5636166
5863,0.39605057
5863,0.6127573
5863,0.37096027
5863,0.24094316
5863,0.37820274
5863,0.5261479
5863,0.40847132
5863,0.44924885
5863,0.207042
5863,0.13052315
5863,0.5045953
5863,0.39604557
5863,0.3307358
5863,0.49678594
5863,0.52896756
5863,0.29395705
5863,0.56181794
5863,0.1952715
5863,0.3978407
5863,0.34235477
5863,0.19799669
5863,0.5892366
5863,0.60100543
5863,0.38818443
5863,0.39326367
5863,0.33468822
5863,0.3621827
5863,0.54034996
5864,0.33564392
5864,0.30464637
5864,0.30770877
5864,0.35226282
5864,0.24087022
5864,0.2006508
5864,0.18258142
5864,0.30235416
5864,0.18876502
5864,0.3041128
5864,0.31700855
5864,0.33400208
5864,0.4260888
5864,0.26035604
5864,0.30325478
5864,0.29008222
5864,0.36519194
5864,0.31914222
5864,0.43132922
5864,0.22635624
5864,0.17604728
5864,0.22458582
5865,0.515404
5865,0.514645
5865,0.33254984
5865,0.19404785
5865,0.29093802
5865,0.43244642
5865,0.482404
5865,0.58026254
5865,0.49419078
5865,0.29038578
5865,0.19162588
5865,0.33472875
5865,0.5010466
5865,0.36790514
5865,0.29859337
5865,0.40475988
5866,0.2637244
5866,0.43283504
5866,0.43723777
5866,0.36686268
5866,0.3633827
5866,0.40759674
5866,0.589379
5866,0.50644857
5866,0.41970962
5867,0.32247898
5867,0.47497943
5867,0.28554764
5868,0.41752398
5868,0.6008218
5868,0.5226302
5869,0.44384038
5869,0.35576063
5869,0.24506035
5869,0.29825157
5869,0.24103472
5869,0.41230574
5871,0.4150842
5871,0.23632523
5871,0.15324932
5871,0.28988653
5871,0.19186908
5871,0.2423025
5871,0.22171356
5871,0.3126076
5871,0.18686976
5871,0.33862975
5871,0.25629014
5871,0.40895063
5871,0.33117294
5871,0.3074694
5871,0.19830891
5871,0.26793903
5872,0.31721082
5872,0.3334147
5872,0.18021104
5872,0.3611157
5872,0.5973125
5872,0.42169684
5872,0.31027162
5872,0.3525358
5872,0.37559235
5873,0.33677155
5873,0.5159654
5873,0.5311204
5873,0.40679953
5873,0.50630456
5873,0.35022128
5873,0.25069416
5873,0.25606647
5873,0.486573
5873,0.5398827
5873,0.51307607
5873,0.39037654
5873,0.47663218
5873,0.3647721
5873,0.2391021
5873,0.39702764
5873,0.3397949
5873,0.5433586
5873,0.21510646
5874,0.47474417
5874,0.46756792
5874,0.3255321
5875,0.47115788
5875,0.6725865
5875,0.64443177
5875,0.66827744
5875,0.5419386
5875,0.6290346
5875,0.61021924
5875,0.49160498
5875,0.5698848
5875,0.5608367
5875,0.3669462
5875,0.48553872
5875,0.3102726
5876,0.18037029
5876,0.27174526
5876,0.491168
5876,0.25282428
5876,0.43085355
5876,0.18418765
5876,0.33645993
5876,0.19753654
5876,0.4093495
5876,0.55881584
5876,0.54585975
5876,0.30722365
5876,0.37962312
5876,0.4650715
5876,0.47554046
5876,0.39957938
5876,0.43578738
5876,0.40139845
5876,0.21881652
5876,0.33039883
5876,0.3510376
5876,0.44236416
5876,0.25025752
5876,0.41323417
5876,0.30676776
5876,0.39726904
5876,0.5457224
5876,0.30883268
5876,0.24553612
5876,0.28633633
5876,0.19977659
5876,0.38132027
5876,0.33389595
5877,0.65428203
5877,0.38105857
5877,0.6000783
5877,0.572312
5877,0.54874057
5877,0.5757871
5877,0.47450656
5877,0.47374082
5878,0.29945487
5878,0.602234
5878,0.33568493
5880,0.36581942
5880,0.32490543
5880,0.28246823
5880,0.25334626
5880,0.16562039
5880,0.46321067
5880,0.3079845
5881,0.27349788
5881,0.26212427
5881,0.3587968
5881,0.22494994
5881,0.33528796
5881,0.38262182
5881,0.32236454
5881,0.4611223
5881,0.45387354
5881,0.46194652
5881,0.36172885
5881,0.4657896
5881,0.27301434
5881,0.30047408
5881,0.374442
5881,0.38067183
5881,0.28447542
5881,0.27502698
5881,0.24288501
5881,0.3001637
5881,0.3494643
5881,0.3399406
5881,0.43492377
5881,0.41154882
5881,0.25508767
5881,0.31026235
5881,0.34099573
5881,0.19113664
5881,0.41635072
5881,0.22143827
5881,0.35264274
5881,0.4109875
5881,0.3165168
5882,0.14791371
5882,0.33569643
5882,0.2565637
5882,0.44409984
5882,0.41820282
5882,0.39554688
5882,0.36985683
5882,0.4075846
5882,0.39244735
5882,0.4280334
5882,0.051932063
5882,0.2885327
5882,0.3337331
5882,0.30840614
5882,0.34890643
5882,0.48675302
5882,0.43904942
5882,0.40881622
5883,0.3622243
5883,0.262207
5883,0.31896567
5883,0.3129306
5883,0.37328956
5883,0.18444128
5883,0.38466385
5883,0.45622176
5883,0.4704929
5883,0.4158327
5883,0.5654201
5883,0.5497015
5883,0.39793193
5883,0.35016865
5883,0.28943446
5883,0.27484334
5883,0.4818765
5883,0.49009407
5883,0.35620916
5883,0.14172056
5883,0.33463952
5884,0.34898823
5884,0.4159723
5884,0.3649164
5884,0.36228955
5884,0.41392708
5884,0.5755163
5884,0.4621001
5884,0.5547234
5884,0.38239595
5884,0.36111844
5884,0.3388127
5884,0.33470097
5884,0.36194986
5884,0.38812673
5884,0.38876918
5884,0.4706476
5884,0.52594614
5884,0.37029937
5884,0.45364287
5884,0.26046628
5884,0.24074668
5884,0.27947447
5884,0.32348427
5885,0.3903538
5885,0.31661397
5885,0.16966008
5885,0.38824013
5885,0.28848127
5885,0.40117255
5885,0.38609183
5885,0.38606873
5885,0.37219164
5885,0.23836352
5885,0.15904975
5885,0.17644122
5885,0.22544926
5885,0.21222755
5885,0.27912098
5885,0.2869958
5885,0.24593106
5886,0.27083194
5886,0.30177122
5886,0.26589093
5886,0.2613588
5886,0.4746377
5887,0.3284139
5887,0.21155232
5888,0.27814817
5888,0.44610098
5888,0.294208
5889,0.28483662
5889,0.31926078
5890,0.37998357
5890,0.60840803
5890,0.60899425
5890,0.46940947
5892,0.43462542
5892,0.5710191
5892,0.54253024
5892,0.50240105
5893,0.27842513
5893,0.20617647
5893,0.23655398
5893,0.280944
5893,0.22344801
5893,0.27511254
5893,0.20359884
5893,0.17923333
5893,0.22615178
5893,0.16080143
5893,0.29067105
5893,0.27025503
5893,0.17565162
5894,0.62255347
5894,0.58329785
5894,0.59086585
5894,0.5757864
5894,0.7472736
5894,0.59014094
5894,0.47644615
5894,0.07615433
5894,0.49192637
5895,0.498032
5895,0.59066296
5895,0.50877905
5895,0.57880384
5896,0.28975332
5896,0.6144037
5896,0.72071165
5896,0.37062004
5897,0.37849706
5897,0.33260733
5897,0.26817858
5897,0.27432558
5897,0.35579583
5897,0.3442054
5897,0.27600014
5897,0.32169366
5897,0.30269605
5897,0.21239309
5897,0.24817686
5897,0.27931014
5897,0.254795
5897,0.37591872
5898,0.4594701
5898,0.5071297
5898,0.6208325
5898,0.6599711
5898,0.59816456
5899,0.3508757
5899,0.3679842
5899,0.5261522
5899,0.4342444
5899,0.34147912
5899,0.36291754
5899,0.47952923
5900,0.3576094
5900,0.71609986
5900,0.6769681
5900,0.692185
5900,0.7287813
5900,0.43230772
5900,0.5430557
5900,0.48940745
5900,0.5282867
5901,0.27618533
5901,0.44373176
5901,0.5602995
5901,0.53417605
5902,0.43319634
5902,0.5366709
5902,0.52655554
5902,0.5914037
5903,0.3310865
5903,0.36649483
5903,0.24116416
5903,0.21353583
5903,0.19555616
5903,0.52502257
5903,0.17793067
5903,0.28483987
5903,0.32393804
5903,0.345814
5903,0.25042742
5903,0.18853316
5903,0.17645164
5903,0.31641674
5903,0.27531418
5903,0.27611685
5903,0.27905458
5903,0.25619745
5904,0.69406444
5904,0.7203307
5904,0.69591916
5904,0.6639035
5904,0.20674184
5905,0.39833748
5905,0.57102925
5905,0.46677506
5905,0.50614
5906,0.40754786
5906,0.41576716
5906,0.39404878
5906,0.5131912
5906,0.63952196
5906,0.48775586
5906,0.49143553
5907,0.48840928
5907,0.58178574
5907,0.5889413
5908,0.44413006
5908,0.66139275
5908,0.5228305
5908,0.5622772
5908,0.51861095
5909,0.4884307
5909,0.49956253
5909,0.53755605
5909,0.24332704
5909,0.5120278
5909,0.6696826
5911,0.49226263
5911,0.31752157
5911,0.37879333
5911,0.4901583
5911,0.316976
5911,0.3798426
5911,0.34170988
5911,0.14940791
5911,0.517524
5911,0.42859846
5911,0.3565736
5911,0.36948857
5911,0.4435314
5911,0.35027364
5911,0.41522598
5911,0.38068172
5911,0.45445698
5911,0.44302377
5911,0.45087084
5911,0.4736977
5911,0.47975472
5911,0.51763827
5911,0.48852617
5911,0.35806915
5911,0.41342458
5911,0.3473264
5911,0.36449972
5911,0.3152378
5911,0.41613445
5911,0.3185454
5911,0.37521297
5911,0.3592154
5911,0.3370563
5911,0.4688235
5911,0.23614813
5911,0.4548339
5911,0.41892856
5911,0.314773
5911,0.36390528
5912,0.45475245
5912,0.56347567
5912,0.4241309
5912,0.5210094
5912,0.5216561
5912,0.06331303
5913,0.2608561
5913,0.3329795
5913,0.53907496
5913,0.3663337
5913,0.3801776
5913,0.23107351
5913,0.4517022
5913,0.45140612
5913,0.30203974
5913,0.47270474
5913,0.5953089
5913,0.42186546
5913,0.5418959
5913,0.29512456
5913,0.32574356
5913,0.4460098
5913,0.51806325
5914,0.54985696
5914,0.5266593
5914,0.5596179
5914,0.38500854
5914,0.50324076
5914,0.65515524
5914,0.63041174
5914,0.61887366
5914,0.50281084
5914,0.6082462
5914,0.5285973
5914,0.46407676
5914,0.28578642
5914,0.40042567
5914,0.4605796
5914,0.43490273
5914,0.23328371
5914,0.31135798
5914,0.43945524
5914,0.3809663
5914,0.490916
5914,0.43167663
5914,0.4950799
5914,0.44864106
5914,0.33321226
5914,0.67109513
5914,0.55623716
5914,0.4054608
5914,0.2698516
5914,0.43079972
5914,0.6217732
5914,0.40660706
5914,0.25778055
5914,0.5088147
5914,0.460646
5914,0.40495074
5914,0.47660515
5914,0.576838
5914,0.38004953
5915,0.6992945
5915,0.39030156
5915,0.6685468
5915,0.5047611
5915,0.64168125
5915,0.64869976
5915,0.3925083
5915,0.5736108
5915,0.7262007
5915,0.46879363
5915,0.45266473
5916,0.44531813
5916,0.4726548
5916,0.44535708
5916,0.40484113
5916,0.34607273
5916,0.4823554
5916,0.30675542
5916,0.34935904
5916,0.47530577
5916,0.11986244
5917,0.5361612
5917,0.2947696
5917,0.53734493
5917,0.21675578
5917,0.31770825
5917,0.3525181
5917,0.23824543
5917,0.4886367
5917,0.26361904
5917,0.3544331
5917,0.3341895
5917,0.3372441
5917,0.30872488
5917,0.33834445
5917,0.4671008
5917,0.4609197
5917,0.5657729
5917,0.5364235
5917,0.5008873
5917,0.42451552
5917,0.3492898
5917,0.5217631
5917,0.5377447
5917,0.39281076
5917,0.38032246
5917,0.54865986
5917,0.27935496
5917,0.27118257
5917,0.3280132
5917,0.5739329
5917,0.17403106
5917,0.32093456
5918,0.56996405
5918,0.47999656
5918,0.3838088
5918,0.3074678
5918,0.4289573
5918,0.5327328
5919,0.51634955
5919,0.35314494
5919,0.30770203
5919,0.3590386
5920,0.46160418
5920,0.3260679
5920,0.49420413
5920,0.56202054
5920,0.3132732
5920,0.2840108
5920,0.39676535
5920,0.32743418
5920,0.20094205
5920,0.29197174
5920,0.399083
5920,0.20477422
5920,0.33686593
5920,0.2994167
5920,0.44487408
5920,0.46978328
5920,0.28116116
5920,0.25701848
5920,0.37141618
5920,0.17690283
5920,0.23327227
5920,0.55096143
5920,0.4671581
5920,0.40870443
5920,0.19981481
5920,0.09155681
5920,0.53075385
5920,0.37825376
5920,0.5865383
5920,0.28340188
5920,0.3904022
5920,0.34200555
5920,0.34844851
5920,0.38722172
5920,0.34882605
5920,0.23114872
5920,0.4854797
5920,0.34046838
5920,0.22913972
5920,0.3812784
5920,0.34370267
5920,0.5163897
5920,0.2330469
5920,0.43318096
5920,0.3276493
5921,0.68676317
5921,0.60550207
5921,0.3697872
5921,0.7173021
5921,0.3699683
5921,0.22444993
5922,0.23072307
5922,0.22641985
5922,0.22525243
5922,0.3600075
5922,0.4403813
5923,0.5066624
5923,0.37659577
5923,0.35151374
5923,0.34101588
5923,0.3948905
5923,0.28561398
5923,0.40611795
5923,0.49721444
5923,0.5054977
5923,0.49857154
5923,0.2368765
5923,0.30313295
5923,0.5244375
5923,0.33385304
5923,0.21608914
5923,0.31569955
5923,0.47677454
5923,0.319488
5923,0.34497046
5923,0.30211347
5923,0.23951176
5923,0.20592374
5924,0.5635704
5924,0.5996779
5924,0.6110098
5924,0.52651215
5924,0.42263362
5925,0.63562
5925,0.45505345
5925,0.2820727
5925,0.18086603
5925,0.390569
5926,0.6915042
5926,0.54673964
5926,0.6901388
5926,0.67290866
5926,0.52083147
5926,0.65907794
5926,0.6222798
5926,0.4749392
5927,0.31032416
5927,0.43326068
5927,0.3727092
5927,0.5015314
5927,0.22773995
5927,0.70565796
5927,0.3457719
5927,0.41074738
5927,0.37681913
5927,0.5567043
5927,0.41266555
5927,0.49165756
5927,0.31335574
5927,0.23680757
5927,0.45516878
5927,0.37813362
5927,0.57985866
5927,0.6403242
5927,0.51063067
5928,0.1952438
5928,0.25516903
5928,0.21476768
5928,0.35932577
5928,0.2453067
5928,0.23829286
5928,0.3266333
5928,0.26232114
5928,0.2575847
5928,0.30859727
5928,0.23607442
5928,0.44198042
5928,0.32500386
5928,0.2239802
5929,0.32144657
5929,0.4860938
5929,0.1921874
5929,0.16649741
5929,0.48222426
5929,0.4057214
5930,0.6530306
5930,0.59093165
5930,0.70007133
5930,0.64316845
5930,0.6742012
5930,0.48938838
5930,0.4249901
5930,0.13221425
5931,0.29239032
5931,0.26264074
5931,0.48172992
5931,0.3951206
5931,0.24459447
5931,0.3708211
5931,0.54327106
5931,0.3607821
5932,0.3597898
5932,0.067775816
5932,0.45826116
5932,0.5508063
5932,0.38347897
5932,0.5270651
5932,0.33093822
5932,0.4457608
5932,0.53328377
5932,0.3911946
5932,0.35031542
5932,0.319297
5932,0.40538496
5932,0.43491134
5934,0.6116738
5934,0.6125932
5934,0.6332648
5934,0.43062118
5934,0.41759765
5934,0.6233054
5934,0.67392766
5935,0.4657263
5935,0.43123847
5935,0.26101404
5935,0.6142677
5935,0.33872384
5935,0.18040882
5935,0.27938914
5935,0.2958503
5935,0.21098733
5935,0.38451672
5935,0.18663278
5935,0.23514329
5935,0.2853591
5935,0.30589327
5935,0.2619188
5935,0.22171895
5935,0.31004664
5935,0.33914173
5935,0.32133633
5935,0.32197905
5935,0.3479437
5935,0.1930049
5935,0.32074958
5935,0.32267085
5935,0.3719052
5935,0.26737237
5935,0.25722763
5935,0.3682511
5935,0.38823408
5935,0.19376801
5935,0.26606342
5935,0.26018623
5935,0.39181635
5935,0.42894122
5935,0.4028792
5935,0.36077
5935,0.41389784
5935,0.30972186
5935,0.29126352
5935,0.4241748
5935,0.3138734
5935,0.25678298
5935,0.21463893
5935,0.38034904
5936,0.36116484
5936,0.31141537
5936,0.58640236
5936,0.53738344
5936,0.651498
5936,0.64690775
5936,0.62224793
5936,0.6346841
5936,0.6510182
5936,0.67298245
5937,0.493171
5937,0.40639395
5937,0.5832458
5937,0.6619028
5937,0.6110028
5937,0.6432448
5938,0.4738686
5938,0.57337755
5938,0.48951507
5938,0.5308541
5938,0.52801794
5938,0.29795092
5939,0.44925025
5939,0.45993373
5939,0.50063604
5939,0.5214728
5939,0.55930233
5939,0.40223053
5939,0.41299307
5939,0.44970238
5939,0.44237974
5939,0.21279944
5939,0.40395182
5939,0.4285196
5939,0.51488316
5939,0.2556273
5939,0.4021828
5939,0.39228845
5939,0.58432984
5939,0.59339577
5939,0.57069266
5939,0.4126148
5939,0.42383215
5939,0.3595644
5940,0.20193465
5940,0.22766712
5940,0.39830926
5940,0.41388932
5940,0.48555937
5940,0.23198943
5940,0.15033925
5940,0.34119383
5940,0.5828897
5940,0.5698187
5941,0.5729381
5941,0.56377935
5941,0.3336938
5941,0.21291406
5941,0.37798828
5941,0.45695874
5941,0.4998677
5941,0.3054582
5941,0.49114895
5941,0.48462474
5941,0.49084443
5941,0.39905232
5941,0.30383006
5942,0.5421787
5942,0.56454045
5942,0.24354948
5942,0.36664852
5942,0.12329871
5942,0.37725604
5942,0.55704993
5942,0.54165983
5942,0.32263362
5942,0.45316607
5942,0.32392365
5942,0.26191303
5942,0.24792054
5942,0.46931455
5942,0.3825291
5942,0.37555292
5942,0.42478988
5942,0.3337266
5942,0.41963083
5942,0.34887382
5942,0.24510223
5943,0.2170545
5943,0.30089575
5943,0.26882517
5943,0.18358915
5943,0.21205279
5943,0.30034903
5943,0.2787094
5943,0.21801376
5943,0.18063264
5943,0.26531443
5943,0.26993394
5943,0.35308188
5943,0.16942272
5943,0.2392495
5943,0.37071413
5943,0.31878784
5943,0.31925902
5943,0.22072217
5943,0.21061423
5943,0.21030141
5943,0.2657051
5943,0.31528294
5943,0.3459948
5943,0.3177097
5943,0.18552364
5943,0.22413659
5943,0.2506723
5943,0.3346793
5943,0.22105142
5943,0.29120573
5943,0.21047425
5943,0.18890199
5943,0.22476712
5943,0.24939153
5944,0.6199048
5944,0.5718746
5944,0.5305076
5944,0.6324168
5944,0.66008073
5944,0.6704265
5944,0.6770945
5944,0.6325178
5944,0.5762948
5945,0.35598996
5945,0.37509722
5945,0.25585398
5945,0.29515845
5945,0.28179392
5945,0.17800166
5945,0.29819074
5945,0.21025442
5945,0.2636991
5945,0.3303336
5945,0.38111183
5945,0.321987
5945,0.49471995
5945,0.4455732
5945,0.21235505
5945,0.35379916
5945,0.4433855
5945,0.4128101
5945,0.21739998
5945,0.16385278
5945,0.40804732
5945,0.20920107
5946,0.61971486
5946,0.6040508
5946,0.6731234
5946,0.46803936
5947,0.5963495
5947,0.4716906
5947,0.6040653
5947,0.5720074
5947,0.46660894
5947,0.5932231
5948,0.63483846
5948,0.35530466
5948,0.44848764
5948,0.10711727
5949,0.4143025
5949,0.45441845
5949,0.43445984
5949,0.42542428
5949,0.42096397
5949,0.34118646
5949,0.4051264
5949,0.29143915
5949,0.21998435
5949,0.3946922
5950,0.3733599
5950,0.52317876
5950,0.33749506
5950,0.2245379
5950,0.2063323
5950,0.57917947
5950,0.59937596
5950,0.2676274
5950,0.2492244
5950,0.2731828
5950,0.38284272
5950,0.49551874
5950,0.48058596
5950,0.25840104
5950,0.36880264
5952,0.19912493
5952,0.28451857
5953,0.29176518
5953,0.2797818
5953,0.29323882
5953,0.21411155
5953,0.2621189
5953,0.274465
5953,0.26589727
5953,0.37764925
5953,0.40513185
5953,0.31656206
5953,0.39751124
5953,0.54830796
5953,0.2478831
5953,0.29227042
5953,0.2720968
5953,0.2978519
5953,0.26585823
5953,0.2543013
5953,0.53221226
5953,0.6010623
5953,0.40991834
5954,0.3135649
5954,0.39143798
5954,0.49960455
5954,0.3476753
5954,0.33908722
5954,0.5031204
5954,0.3949255
5955,0.34505093
5955,0.45863777
5956,0.5995176
5956,0.33231798
5956,0.3367773
5956,0.5043568
5956,0.57465845
5956,0.6306781
5956,0.5528485
5956,0.4316021
5956,0.6557955
5956,0.71947646
5956,0.5744201
5956,0.29621834
5957,0.5433834
5957,0.62477785
5957,0.5016705
5957,0.69546884
5957,0.5763505
5958,0.37263763
5958,0.3624188
5959,0.48831978
5959,0.5140585
5960,0.36398906
5960,0.34771198
5960,0.25917393
5960,0.25949118
5960,0.36417177
5960,0.30954772
5960,0.35143444
5960,0.40876132
5960,0.3248092
5960,0.29878908
5960,0.36415565
5960,0.26810408
5960,0.23638591
5960,0.39089873
5960,0.21749829
5960,0.46683612
5960,0.5339747
5960,0.4011856
5960,0.27572426
5960,0.19846702
5960,0.24757808
5961,0.55540645
5961,0.6025522
5962,0.22048783
5962,0.722752
5962,0.6689636
5962,0.6221829
5962,0.42440617
5962,0.5807906
5962,0.53289676
5962,0.51263773
5962,0.4752789
5962,0.29552853
5963,0.43192282
5963,0.51340985
5963,0.55098224
5963,0.24321853
5963,0.55405146
5963,0.41248903
5965,0.25862336
5965,0.41261742
5965,0.31715557
5965,0.27236217
5965,0.43576026
5965,0.17521863
5965,0.20576803
5966,0.36346394
5966,0.2943007
5966,0.47485012
5967,0.29318097
5967,0.20533781
5968,0.48948362
5968,0.50516975
5968,0.627794
5968,0.23145878
5968,0.4790804
5968,0.6499509
5968,0.6896155
5968,0.61077666
5968,0.29809096
5968,0.4381114
5968,0.5037086
5968,0.6661438
5970,0.59460706
5970,0.6322297
5970,0.66690487
5970,0.5494054
5970,0.59607714
5970,0.65286005
5970,0.59308195
5970,0.6335867
5970,0.7490451
5970,0.13473186
5971,0.61051416
5971,0.6284088
5971,0.7040173
5971,0.6697218
5971,0.540269
5972,0.329449
5972,0.6250175
5972,0.5381913
5974,0.44546285
5974,0.29398897
5974,0.42720842
5974,0.20443447
5974,0.31958586
5974,0.47521752
5974,0.19694051
5974,0.34206685
5974,0.2732737
5974,0.3574425
5975,0.5578255
5975,0.68735254
5975,0.5811471
5975,0.36930293
5975,0.6832777
5975,0.31696054
5975,0.47745284
5976,0.31456572
5976,0.26354444
5976,0.32085666
5976,0.43062213
5976,0.15624581
5976,0.3915021
5976,0.37216583
5976,0.30292448
5977,0.3255689
5977,0.29864582
5977,0.37532437
5977,0.3815931
5977,0.58748907
5977,0.3801659
5977,0.45370558
5977,0.41791955
5977,0.4403423
5977,0.5497283
5977,0.45604476
5977,0.28971204
5977,0.39914387
5977,0.2644098
5977,0.31142282
5977,0.36304885
5977,0.35425267
5978,0.043446817
5978,0.2944061
5978,0.42453054
5978,0.30042583
5978,0.25363934
5979,0.46689048
5979,0.39577597
5979,0.39498234
5979,0.48266068
5979,0.36603767
5979,0.36640128
5979,0.5575986
5979,0.46807447
5979,0.34775564
5979,0.47765133
5979,0.4527387
5979,0.22181086
5980,0.44093692
5980,0.40847495
5980,0.2508584
5980,0.24648146
5980,0.42492837
5980,0.14891565
5980,0.32646444
5980,0.26797098
5980,0.24592921
5980,0.2878181
5980,0.20601614
5980,0.26603952
5980,0.29569054
5980,0.3815469
5980,0.36522314
5981,0.26870587
5981,0.36206484
5981,0.21188761
5981,0.29510826
5981,0.2903962
5981,0.35094234
5981,0.3427495
5981,0.30864328
5981,0.45021445
5981,0.33129776
5981,0.32598022
5981,0.391565
5981,0.24160737
5981,0.26306114
5981,0.30163682
5981,0.1551146
5981,0.30587327
5981,0.41019097
5981,0.40109712
5981,0.36923802
5982,0.38753456
5982,0.29044434
5982,0.3750394
5983,0.39421847
5983,0.38355112
5983,0.36130264
5984,0.30936342
5984,0.60009664
5984,0.45102236
5985,0.49395606
5985,0.73489696
5985,0.6327091
5985,0.73132837
5985,0.6929213
5985,0.53441995
5985,0.28208438
5986,0.24423122
5986,0.495013
5986,0.2821862
5987,0.4772033
5987,0.5749345
5987,0.615425
5987,0.5892834
5987,0.52476645
5988,0.42057264
5988,0.4876183
5988,0.26654705
5988,0.4031601
5988,0.54901963
5988,0.6218775
5988,0.5707677
5988,0.52097136
5988,0.5577501
5988,0.47568706
5988,0.4378111
5988,0.40524364
5988,0.60058683
5988,0.44632843
5988,0.42872018
5988,0.2218262
5988,0.53629375
5988,0.2698525
5988,0.1867396
5989,0.48609874
5989,0.5003158
5989,0.53243697
5989,0.40506923
5989,0.48510936
5989,0.3808406
5990,0.41033667
5990,0.37997872
5990,0.3611886
5990,0.37767723
5990,0.3233
5990,0.42438012
5990,0.20981394
5990,0.56649035
5990,0.3828103
5990,0.47417933
5990,0.4568524
5990,0.46583682
5990,0.51904094
5990,0.51100093
5990,0.44156858
5990,0.42575637
5990,0.41915712
5990,0.38661292
5991,0.48937204
5991,0.4475354
5991,0.54129535
5992,0.44128412
5992,0.40585983
5992,0.50150067
5992,0.18737581
5992,0.16982709
5992,0.27453765
5992,0.18350275
5992,0.22683111
5992,0.34182125
5992,0.5238393
5992,0.35894692
5994,0.6486546
5994,0.5761542
5994,0.604741
5994,0.35783967
5994,0.4550555
5995,0.73442394
5995,0.43133605
5995,0.5438652
5995,0.5869422
5995,0.27205375
5995,0.4627983
5996,0.35681078
5996,0.20595038
5997,0.5151567
5997,0.55993277
5997,0.41776684
5997,0.13432445
5997,0.69468814
5997,0.1876606
5997,0.45965314
5998,0.48608702
5998,0.55603725
5998,0.35998493
5998,0.50850546
5998,0.3715212
5998,0.5950945
5998,0.5276309
5999,0.4327985
5999,0.46269262
6000,0.37569696
6000,0.34473744
6000,0.32790023
