,global_coherence_prediction
5562,0.059035525
12246,0.7363808
16274,4.6223166e-05
7126,0.87348
5197,0.1385411
7182,0.85457724
17408,3.3317203e-05
12799,0.690521
2328,0.35005316
11116,0.78436905
6678,0.7144436
299,0.46958867
1904,0.29626718
4851,0.53805315
10226,0.07504329
6383,0.9501676
13897,0.00048547826
5675,0.7057574
9725,0.45800287
15431,2.5574658e-05
9361,0.67015594
9482,0.09705224
15059,0.007684036
14906,0.42060617
8175,0.3492932
8855,0.69102657
7120,0.855119
9335,0.5209179
4764,0.75106573
16602,2.6878333e-05
18023,0.05485723
15212,3.3667835e-05
18089,7.3787814e-05
6024,0.85722697
18667,7.500892e-05
4544,0.626716
15921,0.00089965685
5903,0.5735518
18371,0.02716171
14137,5.750526e-05
6327,0.8695945
4575,0.7887606
15780,8.7993845e-05
10131,0.8502118
19080,3.770528e-05
3932,0.59915084
14374,1.769624e-05
11695,0.18669558
1277,0.52119243
6918,0.27590096
8536,0.3061206
3315,0.8355553
16950,1.1402135e-05
3544,0.3935324
8628,0.70843375
5786,0.97458047
162,0.8768521
917,0.3292945
17019,0.000334356
15932,2.516427e-05
16900,6.270661e-05
7778,0.13851316
12773,0.3104441
17391,1.3561327e-05
16521,3.5366775e-05
11479,0.37221745
13604,0.00014667417
15246,0.00012749337
19046,0.29867893
17443,0.000109440094
7242,0.17036235
10418,0.44345313
10961,0.6152654
14542,0.059818078
16908,2.5727079e-05
1733,0.9777641
11444,0.86505663
15538,0.010018512
5477,0.6620492
8035,0.3452815
16788,0.0023283374
12576,0.40230507
17802,0.0012450295
9471,0.40400213
3339,0.7363489
16124,0.00024073904
4685,0.6853513
5556,0.6427519
9390,0.06631282
9953,0.5489163
17468,0.0021944614
15778,0.006701964
2449,0.26824233
18995,0.0031047994
16853,0.0002773926
16634,0.00012496505
17931,0.00065477024
12672,0.8311281
15579,0.00012001099
4212,0.6425427
11536,0.47671506
9626,0.3776453
10690,0.7005738
15251,9.745262e-05
354,0.9805382
13560,0.0027303759
15154,5.0835166e-05
8791,0.96023047
17661,9.8133474e-05
3145,0.772992
3748,0.737379
3584,0.4934873
13854,0.0005497647
11647,0.44675586
10122,0.10611712
14066,0.17230713
10565,0.15514322
6060,0.7089953
9855,0.7445477
6770,0.65146315
5818,0.27346393
1114,0.53449625
8326,0.5330784
16935,1.4547377e-05
2594,0.5605066
17393,3.518736e-05
5142,0.6672042
14609,1.8252122e-05
16966,0.48247114
10169,0.8073439
11423,0.8668349
6221,0.7106021
173,0.63715625
2435,0.9762937
13447,0.20092286
3445,0.9837372
18307,0.00017102975
18694,5.1978335e-05
13821,0.00013716616
12256,0.86961275
780,0.45930666
15583,0.0035620078
12542,0.5607967
3827,0.43575355
3208,0.6256924
12211,0.7195235
11879,0.94943494
4117,0.4951442
18736,0.00076385617
1134,0.72292244
14305,0.20048712
11407,0.35055244
1090,0.7999725
6763,0.82230777
11687,0.6287917
6890,0.43912095
3056,0.24113578
9679,0.34386152
18175,0.000104631035
11177,0.85329956
9605,0.51823974
120,0.968291
9502,0.54009855
18747,0.79704875
7535,0.79103583
13214,1.6569857e-05
18483,1.7541426e-05
17484,0.54524326
8024,0.42301333
7815,0.84071606
15314,0.00012146369
1464,0.7581326
14045,0.037218858
7664,0.7958875
4876,0.61471367
2281,0.9916999
6359,0.6490174
14679,0.51496315
4073,0.21106364
7319,0.15643096
17253,0.35418466
4204,0.8396329
13988,2.3255176e-05
11216,0.41665986
19180,3.1077456e-05
2473,0.5521644
17117,0.001550734
1590,0.78556705
8954,0.30613387
14603,5.3736174e-05
8337,0.6353468
10033,0.96575004
17698,6.922831e-05
10723,0.6912778
10639,0.44766623
4427,0.10538373
11404,0.89460295
11152,0.58439803
10542,0.8324518
14712,0.00014064646
161,0.16066362
15609,0.00013009134
17594,2.3353383e-05
133,0.35581425
3921,0.08245974
7422,0.9644661
16575,2.4320922e-05
11760,0.38627076
8022,0.7566068
3015,0.21380277
7283,0.9690652
17618,0.00012051294
807,0.8688418
7657,0.0031373894
18911,2.39586e-05
3158,0.7613597
16983,0.00027355392
1875,0.08996465
16050,8.846668e-05
7766,0.94676393
17543,4.0874536e-05
901,0.99056363
10885,0.3054068
14582,2.992646e-05
10744,0.528099
18791,0.0038128474
5145,0.15855032
4948,0.855298
12854,0.6637203
15536,0.00013140668
10904,0.8458783
3234,0.25147137
11561,0.6215365
15158,2.0436684e-05
657,0.808145
14734,0.0003235549
4024,0.3486261
6619,0.25446388
15022,0.089426726
12319,0.5975357
4626,0.5490888
9568,0.109469965
17271,5.648064e-05
19100,0.36923674
13391,5.2923704e-05
7879,0.8315909
17878,4.8118563e-05
17778,2.716983e-05
317,0.8469787
8710,0.76268
6980,0.81923825
9858,0.98036456
6643,0.6828968
11619,0.7676864
7970,0.8953082
17409,2.6552532e-05
1042,0.17416517
1870,0.717469
2620,0.57637155
1775,0.33270025
10184,0.27338246
1550,0.62872106
15457,0.00033674506
11245,0.9893071
9762,0.719523
5153,0.8253494
14013,0.0007340942
16951,0.02027765
15075,3.0906125e-05
6351,0.548175
5144,0.38506186
1616,0.043560255
12245,0.99078745
9525,0.44892794
14287,0.000663408
8084,0.6151258
18114,0.17598413
1817,0.7633588
251,0.6106817
7801,0.06938819
10893,0.3187503
13305,0.00049644226
17841,0.00022490755
18543,2.7136164e-05
8662,0.14159586
15021,0.017123003
296,0.67611474
3526,0.7910579
14875,6.861693e-05
6072,0.8826075
5073,0.966143
7812,0.534289
1345,0.7689057
4488,0.7119676
7314,0.39918494
598,0.36153984
8998,0.93987423
12329,0.7398159
4257,0.66640365
14420,0.34602278
688,0.20770283
4053,0.703356
14720,0.0003451173
12460,0.29240698
12557,0.6901736
292,0.93553424
14620,2.6809672e-05
303,0.25975412
18648,0.051011607
2764,0.9869969
5406,0.97460836
1965,0.9879473
3794,0.87651813
1627,0.47546047
6783,0.72655314
8991,0.5867676
5997,0.78010255
9477,0.5842148
13219,1.4323891e-05
16926,0.00011119016
8995,0.97184753
2182,0.78884095
13251,0.0028992638
9862,0.9240356
1435,0.56759906
6539,0.5378965
15401,0.0281062
2417,0.9801492
13316,6.0789625e-05
17581,4.898267e-05
5169,0.99142003
10827,0.252195
8578,0.57560915
18252,0.00023927062
8100,0.38924202
18526,9.2849994e-05
6584,0.775726
10508,0.78364235
13179,4.484324e-05
6044,0.4390902
9771,0.98608243
14189,0.0007398598
5772,0.67693675
12655,0.37757778
5118,0.6755099
13326,2.6380903e-05
12626,0.35517332
16733,0.00036398284
7574,0.17046584
15582,0.00010710794
17986,0.0013482113
18698,1.0153232e-05
5488,0.5916282
11128,0.5585359
7666,0.00018009686
6478,0.6995441
7233,0.69193035
13739,2.5643918e-05
17457,7.233672e-05
14253,2.0890253e-05
9713,0.2333812
1085,0.022254871
17750,7.644804e-05
15017,6.055466e-05
11843,0.62249196
17781,0.0005655091
18301,2.3978855e-05
5359,0.4047305
1869,0.9051046
8325,0.85511506
8158,0.44470665
7837,0.7719914
3014,0.5788379
7613,0.92100406
4194,0.09946975
3961,0.3323381
10385,0.9892362
7853,0.8719807
477,0.864016
4428,0.10247599
15197,0.0035225463
12473,0.30149576
18795,5.6449193e-05
1341,0.46986258
12825,0.20096919
10027,0.9607608
17111,2.5328734e-05
10509,0.17746307
12299,0.99310124
5464,0.2367512
10601,0.59769684
9529,0.20190145
14340,2.3192079e-05
18073,9.739911e-05
5042,0.6915507
6727,0.035408977
7171,0.939848
9980,0.06975194
8155,0.987252
3863,0.7005332
1016,0.660983
1008,0.9238145
7258,0.7848283
10655,0.42311978
8013,0.649636
15047,0.0030090013
3702,0.28985223
3485,0.72985435
10592,0.91113216
16204,3.3121898e-05
16861,1.5931133e-05
19131,4.3958284e-05
18243,5.9004957e-05
11876,0.18607838
10312,0.46146518
6301,0.71530914
12524,0.9115569
3856,0.87326634
7978,0.96724385
10582,0.36297274
1598,0.48265103
8592,0.28850493
16039,0.034016043
10770,0.8219377
12620,0.7584232
14779,5.675449e-05
16671,0.00078572286
5821,0.88161397
13448,4.9139686e-05
15408,0.007147829
10524,0.8852115
14059,0.03723202
16037,5.2708845e-05
3920,0.8069998
2327,0.6369467
5778,0.8333957
19081,3.0293248e-05
16149,6.452867e-05
13912,1.6784978e-05
7963,0.82260144
2844,0.5946127
10792,0.349998
5360,0.44059527
10948,0.4593023
7320,0.7773878
3681,0.15550978
3171,0.6498197
5038,0.5060995
9227,0.9717497
4598,0.96745527
12841,0.1220362
855,0.5663428
7024,0.6336717
3186,0.687977
3313,0.7011452
18589,0.0003955352
8039,0.9173075
14409,0.00013277099
9210,0.5027864
15595,0.3395098
4914,0.9882625
2109,0.80380327
18580,0.0039516254
15608,3.268213e-05
15610,6.635196e-05
18464,0.50130266
2523,0.13677777
11106,0.758661
15244,0.005089449
11788,0.9958412
2344,0.87531924
14638,0.00010424236
13306,7.071941e-05
11356,0.3341884
3873,0.6386751
15196,0.00020192412
6958,0.7399762
9149,0.7725034
13242,6.843481e-05
4323,0.92657983
16665,0.37002662
18233,6.526648e-05
11121,0.7376948
7101,0.0040462743
15683,0.0028130875
13910,0.00020786625
18214,6.142614e-05
2974,0.66310656
15042,0.7734836
8656,0.9909498
550,0.983517
1518,0.59985435
18693,0.0010799076
67,0.99537635
15569,0.6201693
8496,0.7319644
850,0.5175674
775,0.0860399
12058,0.5612818
5793,0.6084351
451,0.93310446
13480,0.00030991717
7882,0.09106086
15678,0.0003755236
9177,0.9708002
5386,0.00043482566
10951,0.4535876
4916,0.8728243
15828,0.009599664
1406,0.6813619
13852,0.0006433762
4898,0.79092884
15055,0.33016184
11037,0.6757103
1152,0.64466417
2026,0.24271576
17053,3.9926843e-05
9115,0.7498186
8931,0.4638683
8912,0.19725777
17868,6.835844e-05
3711,0.7158156
10664,0.73287654
13077,0.00028337876
7901,0.6399267
18204,0.23252414
19079,1.9665124e-05
17985,0.02999179
7946,0.39390352
983,0.7826308
3654,0.13216324
16540,3.8408278e-05
8537,0.49444392
9576,0.8620548
6241,0.7304422
2999,0.6279024
2937,0.059302103
3007,0.3872428
10688,0.98627895
7826,0.75082874
911,0.32575077
3126,0.21711235
8351,0.7755545
16310,0.0010997275
4399,0.9293875
9559,0.97882205
4192,0.5410701
13410,0.07798924
18986,0.0013780165
3317,0.86080337
17354,3.7602545e-05
5261,0.055666722
1644,0.7961607
6247,0.7216754
15256,3.2439522e-05
14888,7.078607e-05
13252,0.0054007466
12830,0.4383067
2655,0.76101375
7183,0.1607262
10605,0.9666844
4785,0.062783554
18741,7.0228416e-05
3471,0.82470345
17276,1.8747689e-05
8939,0.6390796
9255,0.33333617
10909,0.78520274
7218,0.6222597
9370,0.8461917
1929,0.8075719
11989,0.12530552
17881,0.26953268
1804,0.8219615
2222,0.948085
5216,0.9542397
13524,0.0008983843
9783,0.15049624
1810,0.6399936
1424,0.8155827
12386,0.71729434
1828,0.028354028
15352,0.00014553027
710,0.6723592
427,0.3484331
3195,0.80981815
2699,0.6615176
4064,0.58896
7395,0.82685745
8903,0.347968
134,0.5165203
17867,0.00033379198
13142,3.1844946e-05
15268,6.0794664e-05
5147,0.6876964
18942,0.07944008
13777,0.0029663665
2467,0.40144598
10336,0.94395286
5218,0.9682588
10647,0.70387125
6659,0.51346844
7626,0.30481076
17856,2.7851976e-05
4089,0.80740947
17686,4.7011392e-05
18253,0.0027080728
4720,0.19320212
12528,0.85528624
5424,0.76026076
211,0.7586539
6693,0.7384589
6880,0.75786954
2219,0.5253841
16747,0.12905815
11557,0.3787551
17085,2.814638e-05
1186,0.6606869
16332,0.00074580865
18419,4.9544204e-05
10416,0.74176985
10087,0.6722521
5343,0.9844582
12041,0.9536946
11255,0.7121246
17012,0.00015434777
9208,0.7271368
7760,0.9641765
16306,0.00013371154
10567,0.98485285
1142,0.9065302
8843,0.8655929
2304,0.8637663
8771,0.3085582
17739,0.00022581709
18838,7.5357e-05
1707,0.46162415
10562,0.7124449
3845,0.7292561
521,0.3618271
12674,0.6918157
13626,0.51985496
3841,0.40231565
15523,0.0002485375
15294,9.305922e-06
18119,0.03884595
7099,0.5863781
2261,0.9921578
1362,0.55865026
17063,0.0052642045
907,0.8339971
4695,0.5643238
8765,0.8087953
8907,0.65389407
2187,0.4428883
338,0.81493115
17410,0.14578176
297,0.6243501
11049,0.77143174
5809,0.11379732
16882,0.016689891
5975,0.97122216
2785,0.66464204
14523,0.00012333893
12398,0.60414225
8852,0.7176148
16191,0.00018409676
373,0.45718253
14285,2.6423377e-05
13645,0.0003533222
12579,0.81109947
8704,0.71488804
4447,0.89892304
14439,0.00012523764
1396,0.701789
4475,0.1464724
1215,0.69989276
16533,6.0499533e-05
1639,0.38540584
8303,0.97118294
17515,4.353327e-05
5958,0.059924778
17105,0.016252832
3302,0.75452536
14356,5.016793e-05
18866,5.3523727e-05
10625,0.33312932
6788,0.6507714
1573,0.96529573
9379,0.47844648
4601,0.76976466
4099,0.115293555
2851,0.9780341
7307,0.6275495
14997,1.1055527e-05
17392,0.00020131086
9934,0.99283504
9070,0.15462053
13773,1.0353869e-05
10324,0.13571328
18877,0.0033883387
6530,0.045913063
12520,0.21269614
7401,0.6768826
11779,0.7561667
10590,0.98623914
15478,0.0005152706
13272,0.00055962877
833,0.44279614
12026,0.90642136
9082,0.36028495
18303,0.05177194
12273,0.86787426
16091,9.669865e-05
8483,0.65452987
6126,0.56670123
11969,0.99052763
12899,0.62985533
1996,0.45070383
4679,0.9625616
4153,0.73120224
17777,2.4349118e-05
2599,0.41956228
5912,0.50699216
8099,0.5884644
17512,2.0848876e-05
16569,0.69225
2709,0.3390691
5248,0.71219283
15038,0.20691247
3816,0.5275273
3213,0.42020348
4181,0.6443742
15560,0.4522459
2737,0.8176785
1020,0.6428637
7849,0.8720684
11939,0.16715279
17440,4.541233e-05
12032,0.75948906
9365,0.6269628
15313,0.006441596
8340,0.88559115
9089,0.9922505
4086,0.41538006
6121,0.49481887
4280,0.8907957
13602,3.8009945e-05
4317,0.6621167
16721,0.00014722918
3802,0.47631806
4213,0.63865054
16193,0.00021026806
4962,0.51091087
1079,0.98469085
3893,0.7011136
8615,0.9669462
9925,0.32345533
7114,0.89920557
4677,0.7107953
9248,0.72319055
5699,0.2145114
3661,0.82756495
4496,0.81189305
6681,0.57963437
2301,0.5165896
12995,3.3380682e-05
14275,8.715665e-05
6982,0.22794333
11343,0.47847518
12876,0.09657517
1617,0.3889506
1595,0.9305139
6841,0.29449335
18712,0.09363858
16827,0.00047941584
1569,0.6959257
15450,2.1093383e-05
5190,0.17775394
17294,0.0034968327
13500,3.4523917e-05
9333,0.48039964
852,0.36083123
9632,0.73868674
14519,3.4559558e-05
3439,0.74407184
9413,0.6415334
17463,6.848939e-05
16650,0.20045035
8572,0.6561505
18036,0.0068385615
12933,0.22094415
11745,0.08648037
13335,0.0025517861
7264,0.0200472
3840,0.77112424
5645,0.97546685
14460,0.0045455117
5015,0.7387009
12608,0.5375255
11948,0.9943979
8236,0.36080718
12590,0.7649984
17282,6.796318e-05
12430,0.025549343
5698,0.80133545
2093,0.17086709
4770,0.9175207
2885,0.026821626
15130,0.0135994665
3332,0.017130235
9965,0.7775289
17162,0.0004076555
16034,6.327305e-05
14250,3.8465423e-05
1988,0.43959093
8635,0.6786569
11735,0.9933514
2408,0.44763565
4661,0.34327912
10450,0.57255447
3542,0.6900629
18867,1.9820322e-05
732,0.73478943
14380,4.7602545e-05
16264,0.00027941784
14400,1.8726836e-05
1856,0.7965606
14377,0.0018409622
9578,0.40807316
5579,0.9260026
17061,0.00027337894
10731,0.74009603
15776,3.534536e-05
9651,0.9023225
4060,0.5576292
17887,1.251014e-05
436,0.5940762
8312,0.4634218
4505,0.73085785
2273,0.8326753
11209,0.87368447
18440,0.5316299
2905,0.7456073
18681,7.362728e-05
5473,0.8443392
16867,1.5208784e-05
16597,0.00015741434
13870,0.02452091
17026,0.022435552
5674,0.7926857
3714,0.7602064
19145,0.03859995
5363,0.875078
13881,2.7880144e-05
1182,0.4983461
12039,0.93022573
7351,0.7834471
7393,0.98605853
8185,0.59165066
4653,0.89090896
16748,0.043625314
1792,0.33141464
13646,0.0015723574
4297,0.63001215
7416,0.91802853
8190,0.7507068
5415,0.41766202
5967,0.14045021
3127,0.025733318
11558,0.8668978
15830,0.00024335904
14714,0.0071892734
14343,9.33007e-05
14469,0.0049063694
5760,0.65407914
1773,0.80404437
6805,0.34551057
15692,0.0001275942
18692,0.0024257898
16118,3.4352222e-05
4583,0.5331606
15789,6.98595e-05
2915,0.20374955
14791,0.0008300059
14656,1.3689813e-05
6642,0.6902342
14745,1.985994e-05
13185,0.00018326817
16854,8.4757674e-05
5238,0.81311214
15410,0.00044683128
18132,4.432953e-05
6119,0.5266765
6989,0.27530417
14697,1.916085e-05
7453,0.92361665
6504,0.6334
13278,2.3816883e-05
4138,0.95795876
6461,0.71097785
6252,0.15487269
11526,0.8827603
7717,0.7793752
72,0.60409355
10636,0.9752236
4936,0.08023902
11914,0.9339194
7446,0.9110728
12791,0.44225794
16731,1.38850255e-05
830,0.3564336
3435,0.6889304
10627,0.2343468
18738,2.9286362e-05
4603,0.8437893
730,0.878517
16813,1.772252e-05
9295,0.9246625
12313,0.110163085
7951,0.68814695
10839,0.39928526
17910,0.03254018
11620,0.88356763
3199,0.7873271
33,0.63457876
1608,0.7044828
11196,0.33573195
5729,0.24613021
1080,0.46984485
2522,0.001459189
13334,6.5667846e-05
9460,0.15194519
16085,0.017061887
10913,0.3501351
4656,0.32927176
1726,0.9879211
5850,0.87330043
791,0.80634934
13415,0.6595559
4365,0.28258756
10315,0.8781123
19060,0.0014532018
17159,0.25735614
8543,0.6558882
12174,0.87792236
5146,0.45804846
13879,0.6011654
2880,0.5467365
11589,0.9722295
14372,0.012929038
13167,2.5755431e-05
2525,0.9307687
11301,0.984039
7421,0.62458646
4362,0.22811738
11551,0.26404113
16664,1.2407863e-05
1076,0.98357487
12183,0.42304412
10519,0.49147785
12044,0.8850931
1660,0.62094736
13772,0.00019694865
9997,0.54483265
15181,5.3612257e-05
7200,0.2073934
10286,0.0870933
5460,0.079702474
4422,0.58509403
14017,2.3491244e-05
15019,3.808247e-05
10495,0.7913866
14711,0.00089983304
8299,0.90198284
8976,0.63824683
13624,0.0064903167
1986,0.31775036
9235,0.32530272
15872,5.6658937e-05
3985,0.9868154
8416,0.5020017
5379,0.87747824
6005,0.5936112
1588,0.94084996
16061,0.0003310213
7724,0.9447485
2843,0.6539898
17839,2.0207957e-05
16977,0.21069366
7887,0.74261624
15835,3.65092e-05
1791,0.88736486
8141,0.39997673
11145,0.3753549
16409,0.0024491162
3957,0.76634395
520,0.9915244
968,0.9886214
10361,0.8715776
17961,0.03084525
5410,0.32855698
13779,7.4452495e-05
10499,0.50373167
3490,0.0018742355
137,0.4989261
330,0.78244907
15725,2.5662954e-05
7921,0.7299811
14449,4.7343055e-05
6695,0.9947259
165,0.7999481
5987,0.70460546
17539,8.193651e-05
19198,4.924683e-05
9020,0.43404675
11792,0.6527262
18168,0.6589552
2516,0.37734482
12168,0.43399563
12675,0.830855
4380,0.60724574
150,0.07688198
8503,0.36598274
2012,0.97844476
16297,0.9201919
16889,6.1544924e-05
8011,0.7984336
11634,0.5578607
11720,0.7872105
1916,0.7442048
9356,0.9415921
2461,0.4903999
3995,0.2939094
8367,0.82349765
4129,0.6050805
13102,0.0014706384
17726,2.4660763e-05
16277,0.057862654
14211,4.2373584e-05
8545,0.49398032
13861,4.228776e-05
10028,0.99041116
2285,0.89698046
11700,0.8023775
15329,0.012944206
12694,0.2879634
7016,0.8006822
10232,0.65102446
3938,0.21884923
12771,0.23593172
15961,8.9966445e-05
12480,0.7664117
16862,3.1601085e-05
12558,0.11766254
14373,3.3387332e-05
9,0.42631322
3037,0.613474
14780,5.8983518e-05
1253,0.9905969
13886,0.00019400625
12703,0.67992795
5719,0.5074316
16135,5.0677812e-05
13329,2.6664105e-05
8885,0.3193167
13469,0.07149526
8462,0.9398852
6139,0.84436375
10086,0.36628193
12340,0.63181823
12739,0.97337365
5648,0.9827707
2728,0.7135778
8327,0.6583188
8891,0.94486153
5179,0.6111746
10798,0.4076733
9598,0.3690216
7694,0.79667985
12362,0.8108014
1211,0.7273604
18045,4.0185947e-05
12521,0.6974671
14576,0.002868075
2017,0.7890495
6399,0.55910885
12730,0.70074916
15543,0.0020807777
7327,0.6882827
8529,0.22241822
16724,6.16325e-05
7005,0.64053226
5182,0.6169828
2747,0.84606194
2028,0.14086948
14143,4.9029873e-05
9701,0.6005498
12658,0.2932781
4203,0.5545903
7442,0.321127
4026,0.1446486
9759,0.6829074
16131,0.00023067204
9330,0.86105424
17334,5.5191023e-05
4242,0.85824144
3746,0.1973009
7774,0.76813304
9463,0.99183226
8259,0.54241484
7318,0.7805077
17845,1.506215e-05
424,0.19963986
2058,0.9857325
17232,3.092532e-05
12098,0.43098184
2617,0.23604482
11661,0.3645768
4369,0.55555815
3088,0.34282774
8346,0.7518185
14416,4.7572554e-05
11533,0.40264764
2555,0.31304523
6557,0.28237504
2934,0.9895768
2048,0.270065
9372,0.4667505
1363,0.49674705
13399,3.5015637e-05
6112,0.72972685
4855,0.47985533
18640,2.9196597e-05
8288,0.6588075
16883,0.016872521
15227,0.0019691058
1207,0.5026821
2001,0.7274326
18000,0.020145964
11114,0.88412976
321,0.81851184
3067,0.2037839
3811,0.9883228
19211,0.0036417213
2432,0.87077665
3321,0.5558663
7739,0.8531149
14789,0.49862975
2935,0.6471127
11428,0.8314329
1994,0.61986876
17320,3.961452e-05
17153,0.06261129
10644,0.14192107
12267,0.7887727
14206,0.398779
6906,0.60144615
3246,0.8329491
17806,0.13869332
18669,0.002714807
10758,0.19181773
15588,0.016712703
1394,0.9447114
14183,1.6323862e-05
10142,0.9957176
11908,0.68300873
6519,0.75662374
6939,0.72631073
717,0.25615412
15552,5.3760014e-05
18655,0.00021138995
8361,0.7134027
1266,0.7241981
2153,0.55356663
9758,0.5004357
5327,0.11250031
11094,0.2696562
8357,0.97078294
7113,0.9882024
6201,0.1978371
4579,0.952559
10746,0.9761736
6068,0.2902184
1719,0.97782284
3697,0.23009473
6865,0.993644
17388,0.0016903749
18029,0.006416936
3077,0.2629861
2120,0.5838724
12869,0.23222259
16690,2.3826131e-05
6526,0.51256436
13062,0.00012276597
13307,3.1311753e-05
1026,0.67040783
9561,0.39123648
7770,0.07166598
11797,0.6636655
9610,0.9653848
18540,0.00018158578
1683,0.69666123
8113,0.798492
12802,0.5292225
2352,0.19963853
18532,0.044793487
12333,0.7037865
886,0.8000984
15669,0.0019413141
5095,0.6634069
1350,0.72342193
7488,0.00020995675
9960,0.855367
18504,0.2699278
8201,0.7951714
2975,0.77352244
11060,0.43569535
13138,3.683879e-05
3329,0.08779052
1495,0.6091611
4752,0.9247409
17556,0.011658197
708,0.89985526
531,0.9623101
10540,0.44069263
17075,2.689777e-05
965,0.91422194
5950,0.50189143
6006,0.9538485
13010,0.023750734
11203,0.6621381
3469,0.40810308
7134,0.552886
4595,0.990569
15443,0.027603708
18902,0.00050732214
17810,6.2498024e-05
13190,0.003953274
16356,0.007263806
12930,0.7311557
9420,0.8462437
883,0.96860653
5954,0.5866778
1445,0.7686993
14533,9.7818614e-05
8138,0.9884985
3456,0.5696584
8760,0.30836937
10036,0.6109366
14022,5.2598374e-05
15003,0.00056027964
8171,0.62964815
7112,0.3139346
12941,0.5849682
16804,0.001016439
8919,0.3430096
7411,0.77648485
6387,0.99283546
212,0.62875926
9097,0.74404466
17413,0.1375371
14698,1.4024012e-05
14932,2.0758884e-05
757,0.75935894
18928,0.2937453
6255,0.6730077
16406,2.6080103e-05
17909,0.016808657
16608,0.13477421
9639,0.79611045
1192,0.043774046
13479,0.58923894
11016,0.39525658
16928,0.00023987619
11701,0.7009067
18923,4.993019e-05
8937,0.77056825
1541,0.97438693
2409,0.71101487
6447,0.8324278
10745,0.7386029
19155,0.14694773
4509,0.4550481
13819,0.0005249075
3645,0.5427034
9831,0.13515513
8085,0.56964
15214,0.20851213
2228,0.992376
7317,0.9867138
18594,7.0490685e-05
7878,0.98526037
7709,0.70190233
19089,5.3786116e-05
6924,0.99343646
9058,0.75972563
6390,0.27232108
143,0.7351607
12505,0.99451363
412,0.19120547
3303,0.0009850388
12526,0.1819228
9273,0.84842414
10868,0.6169353
15255,4.489416e-05
4464,0.9846383
10205,0.13070646
7289,0.6388645
5304,0.63656056
15139,0.01989057
9741,0.728525
18668,6.945174e-05
10196,0.9603544
1947,0.7606879
1123,0.5638387
18710,0.13092163
13927,0.116951875
12650,0.14452124
9328,0.95650846
16360,0.00045072378
2780,0.3912811
5416,0.76663846
8305,0.9387049
5886,0.37680507
9824,0.8533287
18849,5.8060203e-05
16016,0.00026015195
5391,0.06663068
17903,0.002098739
6186,0.33057588
14556,0.0007501778
6637,0.21871082
14210,0.0008439351
7210,0.80232316
8355,0.81885684
12856,0.632579
13281,0.043547142
1204,0.7507097
6431,0.5720609
5685,0.0971331
1326,0.44815877
16726,0.0026038266
11411,0.89322424
7529,0.81194985
8129,0.9805079
3152,0.67923146
22,0.33542028
5032,0.23641515
15505,0.00070292363
1460,0.54368883
13059,1.0210151e-05
9378,0.33531368
11796,0.51142347
18588,2.0324362e-05
17203,7.927589e-05
1561,0.7992809
4996,0.9142479
12095,0.6534504
18982,2.0704414e-05
3830,0.007431728
2601,0.9280738
6929,0.6314752
3622,0.7270608
13171,7.896722e-06
15141,0.13523927
2942,0.42388788
11379,0.594872
495,0.7505737
12766,0.10205908
4070,0.75937843
1205,0.93848515
3403,0.5883705
19020,0.00018462515
18389,3.1014984e-05
3574,0.90281415
14344,2.1450634e-05
2603,0.52535087
15645,1.606449e-05
15426,9.465747e-05
16117,0.00018631012
2529,0.92702127
13220,0.00015174538
17286,9.458817e-05
984,0.70443034
18953,6.617382e-05
432,0.57236993
6876,0.2541484
17231,0.0008897624
2762,0.62183744
15606,1.5998276e-05
4103,0.81285024
9772,0.8161656
1502,0.6963176
4166,0.8089615
7226,0.98790866
3149,0.9925916
15867,0.41605726
6517,0.99587893
12778,0.02724479
5978,0.0062166387
12624,0.63392425
18792,0.1426478
3699,0.043359373
13232,6.2975676e-05
3843,0.76931536
276,0.72933555
341,0.4053044
2244,0.34306866
12474,0.96672297
1624,0.1803089
15359,3.4562887e-05
6774,0.6376261
8962,0.965176
8245,0.7408262
15589,2.1964212e-05
6423,0.9794825
1012,0.18816963
7413,0.98698294
16548,5.8365637e-05
1818,0.5751085
1191,0.9345788
17566,0.018571792
7987,0.9461158
3664,0.474201
6360,0.66393566
5916,0.6880396
13154,0.0024891437
12412,0.5462794
11201,0.43853474
5033,0.15799041
7392,0.116938986
8294,0.8540083
1047,0.9769845
14299,0.00011841296
5596,0.9107905
8079,0.4951845
5222,0.77256024
1161,0.7511307
5502,0.20785543
17136,5.337418e-05
2539,0.7107011
15172,0.00047610706
7165,0.7322848
2698,0.5776902
5780,0.36046335
17588,0.059696067
12992,1.7121822e-05
11318,0.9139521
16389,0.00029955467
2484,0.97095776
6861,0.72875327
10454,0.71002793
8460,0.6952875
1108,0.67565507
440,0.15767285
972,0.76959014
11200,0.8334893
4722,0.075546116
14185,0.00013060145
3719,0.5530353
9859,0.26348814
12367,0.8077831
15838,9.9742676e-05
16094,0.0041276165
12105,0.5562736
19053,5.0408664e-05
18069,0.0035252138
15911,0.0004543954
453,0.7861262
2750,0.076339
10765,0.98424894
2654,0.5659051
11834,0.67681473
4226,0.3766324
14594,0.30301204
11726,0.9928042
7524,0.71322006
9452,0.46659982
10127,0.69961107
15078,5.9216334e-05
16751,0.00015918518
8958,0.9879473
3788,0.2548135
13669,0.07188407
3565,0.6881857
15879,4.8517777e-05
9952,0.33447993
1402,0.96094835
